m,accuracy,forecast_error,train_time
2,23.28767123287671,5.024244862107139,15.632991790771484
3,27.397260273972602,4.999277427256483,18.918824195861816
5,31.986301369863014,4.992646818706401,23.42385172843933
8,30.35616438356164,4.995114842814192,21.377758979797363
10,31.506849315068493,4.99443922073397,25.009249687194824
15,38.35616438356164,4.995741108498709,19.56074857711792
20,35.61643835616438,4.998627539728476,18.846117973327637
